schoolid,math,ses,mses,sector
21,3.68,-0.19,-0.76,1
21,18.53,-0.22,-0.76,1
21,1.94,0.5,-0.76,1
21,8.29,-0.21,-0.76,1
21,12.41,-0.77,-0.76,1
21,16.13,-0.99,-0.76,1
21,2.89,-1.45,-0.76,1
21,6.7,-1.72,-0.76,1
21,12.08,0.05,-0.76,1
21,10.43,-0.18,-0.76,1
21,12.57,-1.31,-0.76,1
21,9.15,-1.65,-0.76,1
21,4.56,-1.06,-0.76,1
21,2.38,-1.16,-0.76,1
21,8.31,-0.78,-0.76,1
21,6.06,0.58,-0.76,1
21,6.1,-0.43,-0.76,1
21,16.25,-1.46,-0.76,1
21,2.46,-1.18,-0.76,1
21,4.07,-1.5,-0.76,1
21,15.92,-1.28,-0.76,1
21,18.12,-0.4,-0.76,1
21,13.48,0.56,-0.76,1
21,4.58,-0.53,-0.76,1
21,14.01,-1.44,-0.76,1
21,-1.72,-0.9,-0.76,1
21,4.32,0.12,-0.76,1
21,10.92,-1.21,-0.76,1
21,5.08,-1.13,-0.76,1
21,5.45,0.44,-0.76,1
21,12.73,-1.06,-0.76,1
21,14.23,-0.86,-0.76,1
21,8.34,-1.08,-0.76,1
21,18.59,-1.03,-0.76,1
21,14.48,-1.33,-0.76,1
21,11.98,-0.3,-0.76,1
21,10.97,-1.01,-0.76,1
21,22.73,-1.81,-0.76,1
21,9.05,-1.45,-0.76,1
21,2.84,-0.12,-0.76,1
21,21.72,-1.14,-0.76,1
21,5.47,-1.39,-0.76,1
21,6.18,-1.32,-0.76,1
22,16.41,-0.74,-0.62,1
22,12.82,-1.18,-0.62,1
22,15.26,-0.31,-0.62,1
22,12.75,-0.36,-0.62,1
22,10.25,-1.52,-0.62,1
22,8.94,-0.52,-0.62,1
22,-1.01,-0.37,-0.62,1
22,17.4,-0.23,-0.62,1
22,15.19,0.1,-0.62,1
22,16.17,0.05,-0.62,1
22,12.43,-0.15,-0.62,1
22,16.33,-0.53,-0.62,1
22,6.51,-0.65,-0.62,1
22,4.08,-0.6,-0.62,1
22,6.44,-1.06,-0.62,1
22,2.73,-1.18,-0.62,1
22,4.01,-0.36,-0.62,1
22,14.36,-1.21,-0.62,1
22,5.62,0.16,-0.62,1
22,11.9,-1.55,-0.62,1
22,12.31,0.18,-0.62,1
22,10.84,-1.18,-0.62,1
22,12.2,-1.7,-0.62,1
22,15.06,-0.15,-0.62,1
22,11.36,-0.44,-0.62,1
22,6.29,-0.39,-0.62,1
22,7.14,-0.48,-0.62,1
22,10.17,0.44,-0.62,1
22,10.57,-0.6,-0.62,1
22,12.36,-0.57,-0.62,1
22,5.07,-0.06,-0.62,1
22,10.58,-1.09,-0.62,1
22,13.88,-1.18,-0.62,1
22,2.1,-0.47,-0.62,1
22,15.9,-0.57,-0.62,1
22,14.09,-2.14,-0.62,1
22,11.01,-1.61,-0.62,1
22,6.41,-0.71,-0.62,1
22,2.08,-0.01,-0.62,1
22,13.63,-0.86,-0.62,1
22,15.3,-0.84,-0.62,1
22,10.26,-0.44,-0.62,1
22,10,-0.89,-0.62,1
22,15.86,-0.34,-0.62,1
22,18.53,-1.29,-0.62,1
22,10.93,0.2,-0.62,1
22,9.32,1.24,-0.62,1
22,9.92,-0.78,-0.62,1
22,6.73,0.12,-0.62,1
22,14.9,-1.46,-0.62,1
22,13.34,-1.93,-0.62,1
22,16.56,-1.13,-0.62,1
22,14.04,-0.59,-0.62,1
22,10.07,-1.04,-0.62,1
22,10.74,-1.03,-0.62,1
22,21.35,-0.71,-0.62,1
22,11.66,-0.04,-0.62,1
22,17.25,-1.38,-0.62,1
22,16.41,1.19,-0.62,1
22,14.01,0.4,-0.62,1
22,7.59,-1.16,-0.62,1
22,-0.6,-0.94,-0.62,1
22,-0.93,-0.77,-0.62,1
22,14.56,-0.35,-0.62,1
22,11.6,-0.08,-0.62,1
22,15.09,-1.1,-0.62,1
22,20.11,-1.27,-0.62,1
23,24.4,-0.23,0.45,0
23,23.74,1.13,0.45,0
23,17.56,0.5,0.45,0
23,23.7,0.96,0.45,0
23,24.34,0.94,0.45,0
23,14.77,1.01,0.45,0
23,18.84,0.6,0.45,0
23,4.47,0.53,0.45,0
23,20.35,0.72,0.45,0
23,6.92,1.28,0.45,0
23,24.99,0.49,0.45,0
23,20.26,0.97,0.45,0
23,13.08,0.52,0.45,0
23,21.77,0.91,0.45,0
23,19.48,1.07,0.45,0
23,8.57,0.41,0.45,0
23,21.21,-0.8,0.45,0
23,21.22,1.07,0.45,0
23,18.74,1.09,0.45,0
23,9.29,0.29,0.45,0
23,4.81,0.92,0.45,0
23,17.54,0.84,0.45,0
23,13.67,0.45,0.45,0
23,20.39,0.08,0.45,0
23,23.19,0.91,0.45,0
23,13.85,-0.22,0.45,0
23,21.44,0.35,0.45,0
23,11.35,-0.92,0.45,0
23,21.09,-0.16,0.45,0
23,21.19,0.45,0.45,0
23,10.04,-0.26,0.45,0
23,17.24,1.39,0.45,0
23,11.66,1.39,0.45,0
23,15.08,0.42,0.45,0
23,10.53,0.66,0.45,0
23,10.95,-0.14,0.45,0
23,18.49,1.07,0.45,0
23,14.5,0.92,0.45,0
23,22.12,0.65,0.45,0
23,12.36,-0.43,0.45,0
23,11.23,-0.86,0.45,0
23,6.9,0.07,0.45,0
23,18.25,-0.08,0.45,0
23,22.9,1.17,0.45,0
23,11.57,-0.64,0.45,0
23,24.99,-0.1,0.45,0
23,11.32,-0.73,0.45,0
24,21.4,-0.05,0.23,1
24,14.01,1.3,0.23,1
24,19.15,0.4,0.23,1
24,7.81,-1.06,0.23,1
24,9.83,-0.18,0.23,1
24,22.63,0.23,0.23,1
24,23.04,0.31,0.23,1
24,22.74,0.85,0.23,1
24,17.21,0.26,0.23,1
24,12.07,0.05,0.23,1
24,19.16,-0.47,0.23,1
24,12.33,-0.27,0.23,1
24,22.68,1.51,0.23,1
24,4.93,0.18,0.23,1
24,9.14,0.24,0.23,1
24,24.49,1.07,0.23,1
24,13.67,1.17,0.23,1
24,21.45,1.08,0.23,1
24,5.52,-0.07,0.23,1
24,9.09,1.12,0.23,1
24,21.3,-0.22,0.23,1
24,9.92,0.19,0.23,1
24,17.67,0.06,0.23,1
24,13.1,0.32,0.23,1
24,8.39,-0.45,0.23,1
24,20.21,0.84,0.23,1
24,8.06,-0.94,0.23,1
24,23.53,0.33,0.23,1
24,15.5,1.34,0.23,1
24,5.22,-0.96,0.23,1
24,13.88,-0.89,0.23,1
24,6.95,0.19,0.23,1
24,11.47,0.87,0.23,1
24,9.49,0.77,0.23,1
24,22.47,0.42,0.23,1
24,15.29,1.1,0.23,1
24,5.36,-0.56,0.23,1
24,2.45,0.14,0.23,1
24,20.69,0.5,0.23,1
24,18.81,0.72,0.23,1
24,16.79,0.01,0.23,1
24,10.62,0.02,0.23,1
24,10.14,0.05,0.23,1
24,11.33,-0.89,0.23,1
24,10.35,-0.83,0.23,1
24,19.32,0.38,0.23,1
24,6.45,0.27,0.23,1
24,16.45,-0.73,0.23,1
24,13.07,1.09,0.23,1
24,15.1,0.3,0.23,1
24,9.02,0.51,0.23,1
24,10.28,0.46,0.23,1
24,11.41,1.02,0.23,1
24,21.19,-0.05,0.23,1
24,12.29,0.31,0.23,1
24,11.96,-0.92,0.23,1
24,9.33,0.43,0.23,1
25,7.28,-1.39,-0.32,0
25,10.81,-0.85,-0.32,0
25,10.84,-0.31,-0.32,0
25,15.61,-0.36,-0.32,0
25,0.46,-0.65,-0.32,0
25,23.13,0.38,-0.32,0
25,0.44,-0.11,-0.32,0
25,20.28,-0.46,-0.32,0
25,11.85,0.7,-0.32,0
25,11.8,-0.43,-0.32,0
25,6.68,-1.16,-0.32,0
25,14.97,-0.14,-0.32,0
25,19.05,-0.6,-0.32,0
25,-0.15,-0.02,-0.32,0
25,5.79,-0.3,-0.32,0
25,7.85,-0.81,-0.32,0
25,13.72,-0.28,-0.32,0
25,5.51,-1.02,-0.32,0
25,23.29,0.27,-0.32,0
25,-2.42,0.54,-0.32,0
25,17.69,-0.35,-0.32,0
25,3.03,-0.68,-0.32,0
25,9.07,-0.75,-0.32,0
25,17.59,-0.22,-0.32,0
25,16.87,0.53,-0.32,0
25,2.85,-0.8,-0.32,0
25,7.27,0.4,-0.32,0
25,14.49,-0.48,-0.32,0
25,24.01,-0.59,-0.32,0
25,7.06,-0.31,-0.32,0
25,12.03,-0.36,-0.32,0
25,7,0.12,-0.32,0
25,7.26,-0.66,-0.32,0
25,14.53,-0.66,-0.32,0
25,4.08,-0.6,-0.32,0
25,5.19,-0.91,-0.32,0
25,16.51,0.28,-0.32,0
25,17.25,1.02,-0.32,0
25,3.68,-1.07,-0.32,0
25,0.86,0.06,-0.32,0
25,-0.26,-1.37,-0.32,0
25,14.48,-0.25,-0.32,0
25,10.62,-0.12,-0.32,0
25,2.67,-0.16,-0.32,0
25,18.71,-0.53,-0.32,0
25,9.27,-0.21,-0.32,0
25,19.11,-0.31,-0.32,0
25,8.13,0.21,-0.32,0
25,6.42,0.06,-0.32,0
25,13.46,-0.68,-0.32,0
25,4.67,-0.62,-0.32,0
25,5.32,-0.24,-0.32,0
26,19.11,-0.53,0.33,1
26,16.9,0.52,0.33,1
26,19.7,0.69,0.33,1
26,17.78,0.41,0.33,1
26,20.73,0.85,0.33,1
26,10.94,0.75,0.33,1
26,18.86,1.22,0.33,1
26,18.39,0.17,0.33,1
26,12.09,-0.67,0.33,1
26,16.61,-0.26,0.33,1
26,12.09,-0.03,0.33,1
26,24.99,1.12,0.33,1
26,21.45,0.63,0.33,1
26,17.18,-0.36,0.33,1
26,19.96,-0.12,0.33,1
26,16.04,0.14,0.33,1
26,18.23,1.12,0.33,1
26,22.41,-0.59,0.33,1
26,17.26,0.84,0.33,1
26,12.71,-0.19,0.33,1
26,22.84,0.23,0.33,1
26,22.44,-0.17,0.33,1
26,17.21,1.51,0.33,1
26,11.59,-0.3,0.33,1
26,17.01,0.81,0.33,1
26,13.37,-0.01,0.33,1
26,19.47,0.03,0.33,1
26,17.06,1.21,0.33,1
26,21.54,-0.35,0.33,1
26,11.45,0.21,0.33,1
26,12.84,1.29,0.33,1
26,10.81,0.53,0.33,1
26,16.6,0.26,0.33,1
26,22.39,0.51,0.33,1
26,9.63,0.2,0.33,1
26,14.57,0.55,0.33,1
26,22.38,0.35,0.33,1
26,17.49,-0.26,0.33,1
26,20.59,-0.43,0.33,1
26,11.74,1.26,0.33,1
26,19.7,-1.17,0.33,1
26,15.18,-0.41,0.33,1
26,18.24,0.47,0.33,1
26,2.81,0.49,0.33,1
26,23.59,1.15,0.33,1
26,24.25,0.7,0.33,1
26,22.04,0.84,0.33,1
26,22.54,0.19,0.33,1
26,12.74,0.93,0.33,1
26,18.77,0.42,0.33,1
26,9.84,0.76,0.33,1
26,11.44,0.56,0.33,1
26,12.84,0.8,0.33,1
26,22.35,1.02,0.33,1
26,20.37,-0.23,0.33,1
26,7.36,-0.71,0.33,1
26,21.51,-0.43,0.33,1
27,11.33,0.49,-0.06,0
27,18.24,0.55,-0.06,0
27,6.62,-0.95,-0.06,0
27,12.14,-0.43,-0.06,0
27,15.04,0.11,-0.06,0
27,14.28,-0.95,-0.06,0
27,24.99,-0.03,-0.06,0
27,21,0.82,-0.06,0
27,7.78,-0.13,-0.06,0
27,9.46,0.77,-0.06,0
27,10.27,0.06,-0.06,0
27,17.49,-1.55,-0.06,0
27,10.35,-0.45,-0.06,0
27,23.7,-0.17,-0.06,0
27,-2.54,-1.31,-0.06,0
27,11.14,-0.14,-0.06,0
27,9.41,0.31,-0.06,0
27,18.09,0.7,-0.06,0
27,15.99,-0.1,-0.06,0
27,10.53,0.12,-0.06,0
27,11.22,0.06,-0.06,0
27,24.81,0.89,-0.06,0
27,13.9,-0.12,-0.06,0
27,2.57,-0.69,-0.06,0
27,10.17,-0.71,-0.06,0
27,15.78,0.07,-0.06,0
27,15.4,0.01,-0.06,0
27,17.41,-0.1,-0.06,0
27,6.76,0.06,-0.06,0
27,17.92,-0.26,-0.06,0
27,6.75,0.4,-0.06,0
27,15.25,-0.25,-0.06,0
27,7.69,0.48,-0.06,0
27,18.34,0.56,-0.06,0
27,7.09,-0.36,-0.06,0
27,8.64,-0.43,-0.06,0
27,21.66,0.06,-0.06,0
27,22.42,0.07,-0.06,0
28,18.3,0.62,-0.13,1
28,16.49,0.42,-0.13,1
28,11.44,0.94,-0.13,1
28,19.78,-0.36,-0.13,1
28,19.63,0.13,-0.13,1
28,21.67,-0.12,-0.13,1
28,10.63,-0.69,-0.13,1
28,16.23,-0.33,-0.13,1
28,20.89,-0.28,-0.13,1
28,2.88,0.6,-0.13,1
28,10.86,-0.03,-0.13,1
28,14.69,-0.77,-0.13,1
28,12.33,-0.42,-0.13,1
28,3.6,0.48,-0.13,1
28,23.79,1.21,-0.13,1
28,15.18,0.5,-0.13,1
28,21.59,1.3,-0.13,1
28,19.24,-0.15,-0.13,1
28,14.19,-0.14,-0.13,1
28,12.13,0.42,-0.13,1
28,13.1,-0.71,-0.13,1
28,13.91,0.35,-0.13,1
28,11.44,-0.15,-0.13,1
28,11.12,-0.32,-0.13,1
28,19.11,-0.77,-0.13,1
28,9.03,0.3,-0.13,1
28,11.48,0.86,-0.13,1
28,19.19,0.42,-0.13,1
28,22.35,0.12,-0.13,1
28,4.1,0.89,-0.13,1
28,22.51,-1,-0.13,1
28,21.08,-0.74,-0.13,1
28,9.7,0.21,-0.13,1
28,11.68,-0.23,-0.13,1
28,5.55,-1.45,-0.13,1
28,16.09,-0.83,-0.13,1
28,22.19,0.15,-0.13,1
28,13.64,0.24,-0.13,1
28,16.75,0.65,-0.13,1
28,14.21,-1.27,-0.13,1
28,19.69,-1.14,-0.13,1
28,18.32,-0.08,-0.13,1
28,11.32,-0.47,-0.13,1
28,15.97,0.25,-0.13,1
28,17.78,-0.3,-0.13,1
28,7.21,-0.99,-0.13,1
28,15.86,-0.98,-0.13,1
28,16.31,-0.69,-0.13,1
28,6.61,-1.02,-0.13,1
28,14.44,0.28,-0.13,1
28,14.22,-0.71,-0.13,1
28,10.78,-0.05,-0.13,1
28,13.67,0.04,-0.13,1
28,19.93,1.26,-0.13,1
28,13.22,-1.89,-0.13,1
28,17.71,-0.6,-0.13,1
28,22.97,-0.92,-0.13,1
29,10.65,-0.66,-0.96,0
29,4.82,-1.09,-0.96,0
29,3.14,-2.08,-0.96,0
29,5.24,-1.13,-0.96,0
29,17.97,-1.31,-0.96,0
29,1.02,0.17,-0.96,0
29,2.91,-0.18,-0.96,0
29,2.01,-1.18,-0.96,0
29,3.76,-0.13,-0.96,0
29,2.78,-0.56,-0.96,0
29,16.58,-1.35,-0.96,0
29,5.15,-1.32,-0.96,0
29,23.06,-1.22,-0.96,0
29,2.21,-0.48,-0.96,0
29,6.54,-1.11,-0.96,0
29,10.13,-0.9,-0.96,0
29,4.77,-1.74,-0.96,0
29,2.13,-0.63,-0.96,0
29,10.79,-1.37,-0.96,0
29,8.07,-0.37,-0.96,0
29,-1.48,-0.75,-0.96,0
29,6.6,0.3,-0.96,0
29,9.63,-1.1,-0.96,0
29,2.23,-1.79,-0.96,0
29,4.68,0.1,-0.96,0
29,-0.83,-0.67,-0.96,0
29,4.9,-2.13,-0.96,0
29,6.17,-0.89,-0.96,0
29,3.86,-0.95,-0.96,0
29,11.04,-1.45,-0.96,0
29,-1.89,-2.02,-0.96,0
29,2.7,-1.13,-0.96,0
29,13.3,-1.79,-0.96,0
29,-0.76,-1.09,-0.96,0
29,13.81,-0.54,-0.96,0
29,3.09,-1.14,-0.96,0
29,20.62,-0.14,-0.96,0
29,8.98,-1.46,-0.96,0
29,6.21,-1.52,-0.96,0
29,11.08,-1.23,-0.96,0
29,0.42,-0.06,-0.96,0
29,9.83,-0.5,-0.96,0
30,9.96,-0.45,0.07,0
30,8.02,-1.09,0.07,0
30,12.15,0.54,0.07,0
30,20.65,0.53,0.07,0
30,9.01,-0.81,0.07,0
30,12.2,-0.01,0.07,0
30,16.85,-0.28,0.07,0
30,15.19,0.59,0.07,0
30,5.89,0.26,0.07,0
30,7.2,0.61,0.07,0
30,4.71,-0.19,0.07,0
30,12.16,0.07,0.07,0
30,11.08,0.15,0.07,0
30,3.99,-0.12,0.07,0
30,17.49,0.88,0.07,0
30,22.49,1.42,0.07,0
30,2.26,0.06,0.07,0
30,6.87,0.25,0.07,0
30,8.36,0.04,0.07,0
30,22.25,0.03,0.07,0
30,16.99,-0.91,0.07,0
30,23.99,0.01,0.07,0
30,8.1,-0.89,0.07,0
30,14.94,-0.4,0.07,0
30,10.82,0.14,0.07,0
30,-1.92,-0.53,0.07,0
30,13.97,0.16,0.07,0
30,18.04,0.61,0.07,0
30,21.98,0.95,0.07,0
30,12.43,0.52,0.07,0
30,13.06,0.8,0.07,0
30,-0.69,-0.34,0.07,0
30,4.97,-1.77,0.07,0
30,2.98,-0.01,0.07,0
30,9,0.55,0.07,0
30,20.66,0.78,0.07,0
30,5.68,0.54,0.07,0
30,-2.54,-0.37,0.07,0
31,15.13,-1.04,-0.7,0
31,7.25,0.03,-0.7,0
31,7.58,-1.5,-0.7,0
31,10.89,-1.18,-0.7,0
31,19.96,-0.08,-0.7,0
31,22.18,-0.86,-0.7,0
31,6.25,-1.2,-0.7,0
31,5.11,-0.97,-0.7,0
31,4.98,-0.37,-0.7,0
31,13.93,-0.08,-0.7,0
31,17.89,-0.67,-0.7,0
31,6,-0.88,-0.7,0
31,8.55,-1.01,-0.7,0
31,12.41,-1.31,-0.7,0
31,14.81,-0.55,-0.7,0
31,15.9,-1.31,-0.7,0
31,12.09,-0.86,-0.7,0
31,3.72,-0.34,-0.7,0
31,21.93,-0.17,-0.7,0
31,16.63,-0.57,-0.7,0
31,12.53,-0.42,-0.7,0
31,4.07,-0.85,-0.7,0
31,14.12,-1.52,-0.7,0
31,3.28,-2.19,-0.7,0
31,20.53,-0.95,-0.7,0
31,13.17,0.24,-0.7,0
31,14.41,-0.81,-0.7,0
31,14.32,-0.71,-0.7,0
31,-1.73,-1.82,-0.7,0
31,-0.63,-1.83,-0.7,0
31,14.75,0.13,-0.7,0
31,16.07,-0.67,-0.7,0
31,19.51,-0.36,-0.7,0
31,1.27,-1.61,-0.7,0
31,22.56,0.44,-0.7,0
31,17.23,0.9,-0.7,0
31,11.09,-0.42,-0.7,0
31,18.56,-1.45,-0.7,0
31,14.52,-0.81,-0.7,0
31,15.01,-0.88,-0.7,0
31,12.5,-0.32,-0.7,0
31,4.54,-0.78,-0.7,0
31,7.95,-1.21,-0.7,0
31,16.61,-0.75,-0.7,0
31,7.45,-0.68,-0.7,0
31,8.57,-0.56,-0.7,0
31,4.96,-1.29,-0.7,0
31,15.57,-0.21,-0.7,0
31,17.21,-0.55,-0.7,0
31,20.85,0.48,-0.7,0
31,14.67,0.16,-0.7,0
31,23.26,-0.37,-0.7,0
32,7.02,-0.03,0.44,1
32,11.37,1.22,0.44,1
32,9.46,0.7,0.44,1
32,12.78,1.42,0.44,1
32,5.37,-0.4,0.44,1
32,19.28,0.25,0.44,1
32,12.86,0.95,0.44,1
32,23.45,0.94,0.44,1
32,7.98,-0.53,0.44,1
32,14.37,0.46,0.44,1
32,12.16,-0.24,0.44,1
32,16.15,1.02,0.44,1
32,13.66,0.67,0.44,1
32,22.39,-0.65,0.44,1
32,18.32,-0.41,0.44,1
32,10.64,1.51,0.44,1
32,4.62,-0.26,0.44,1
32,13.24,-0.31,0.44,1
32,15.63,0.15,0.44,1
32,13.36,0.92,0.44,1
32,18.23,-0.07,0.44,1
32,22.92,0.48,0.44,1
32,13.33,1.1,0.44,1
32,16.23,1.51,0.44,1
32,9.42,0.66,0.44,1
32,3.29,0.38,0.44,1
32,12.61,0.78,0.44,1
32,16.53,0.22,0.44,1
32,16.17,0.65,0.44,1
32,16.76,0.3,0.44,1
32,18.08,-0.33,0.44,1
32,13.82,0.3,0.44,1
32,-0.93,-1.18,0.44,1
32,-0.28,-0.57,0.44,1
32,18.04,0.71,0.44,1
32,18.19,0.78,0.44,1
32,13.08,0.88,0.44,1
32,11.03,1.34,0.44,1
32,5.77,0.69,0.44,1
32,10.72,0.14,0.44,1
32,13.47,0.32,0.44,1
32,15.5,0.84,0.44,1
32,19.08,0.48,0.44,1
32,16.59,0.51,0.44,1
32,21.08,1.34,0.44,1
33,18.26,-0.19,0.56,1
33,9.89,0.87,0.56,1
33,13.24,0.44,0.56,1
33,23.67,0.19,0.56,1
33,7.24,1.18,0.56,1
33,12.63,-0.25,0.56,1
33,22.64,1.07,0.56,1
33,17.8,0.6,0.56,1
33,15.68,0.66,0.56,1
33,14.64,0.11,0.56,1
33,23.79,1.51,0.56,1
33,10.99,0.88,0.56,1
33,7.12,-0.22,0.56,1
33,20.63,0.58,0.56,1
33,9.43,-0.09,0.56,1
33,12.08,-0.01,0.56,1
33,11.37,0.62,0.56,1
33,23.11,-0.22,0.56,1
33,22.3,-0.47,0.56,1
33,9.95,0.6,0.56,1
33,20.44,0.05,0.56,1
33,14.17,-0.17,0.56,1
33,18.73,1.14,0.56,1
33,17.5,0.93,0.56,1
33,20.12,0.31,0.56,1
33,20.3,1.02,0.56,1
33,20.93,0.44,0.56,1
33,5.87,0.59,0.56,1
33,22.43,-0.03,0.56,1
33,21.61,1.51,0.56,1
33,20.02,0.48,0.56,1
33,17.12,1.07,0.56,1
33,17.99,0.77,0.56,1
33,3.11,-1.06,0.56,1
33,19.74,1.15,0.56,1
33,20.14,0.3,0.56,1
33,21.14,1.07,0.56,1
33,8.45,1.51,0.56,1
33,15.94,1.26,0.56,1
33,22.69,1.08,0.56,1
33,14.55,1.31,0.56,1
33,22.17,0.3,0.56,1
33,21.74,1.37,0.56,1
33,24.48,-0.83,0.56,1
33,8.88,1.3,0.56,1
33,24.99,0.62,0.56,1
33,2.71,0.69,0.56,1
34,1.47,0.42,-0.05,0
34,5.67,-1.96,-0.05,0
34,6.49,0.36,-0.05,0
34,14.49,0.28,-0.05,0
34,19.67,-0.07,-0.05,0
34,10.16,0.33,-0.05,0
34,17.82,0.78,-0.05,0
34,5.85,-1.17,-0.05,0
34,2.48,-0.38,-0.05,0
34,20.59,-0.01,-0.05,0
34,3.36,-0.81,-0.05,0
34,17.96,1.2,-0.05,0
34,6.01,-0.46,-0.05,0
34,4.1,-1.38,-0.05,0
34,11.42,1.36,-0.05,0
34,19.58,0.08,-0.05,0
34,10.45,-0.48,-0.05,0
34,3.84,0.08,-0.05,0
34,8.74,0.11,-0.05,0
34,24.81,-0.74,-0.05,0
34,2.54,0.5,-0.05,0
34,22.04,1.51,-0.05,0
34,12.81,0.09,-0.05,0
34,2.53,-1.76,-0.05,0
34,17.31,0.73,-0.05,0
35,6.63,-0.16,-0.33,0
35,11.07,-1.05,-0.33,0
35,10.93,0.45,-0.33,0
35,6.58,-1.29,-0.33,0
35,9.53,-0.44,-0.33,0
35,6.97,-0.18,-0.33,0
35,17.13,-0.33,-0.33,0
35,12.75,-0.12,-0.33,0
35,13.35,-0.78,-0.33,0
35,23.22,-0.54,-0.33,0
35,18.9,-0.48,-0.33,0
35,10.74,-1.23,-0.33,0
35,11.93,-0.13,-0.33,0
35,10.9,-0.42,-0.33,0
35,6.32,0.13,-0.33,0
35,24.99,0.25,-0.33,0
35,6.76,0,-0.33,0
35,4.49,-0.5,-0.33,0
35,11.23,0.3,-0.33,0
35,0.49,-0.79,-0.33,0
35,22.9,-0.05,-0.33,0
35,21.66,0.15,-0.33,0
35,12.18,-0.31,-0.33,0
35,21.07,0.62,-0.33,0
35,-2.83,-0.68,-0.33,0
35,7.56,-0.62,-0.33,0
35,18.74,0.38,-0.33,0
35,5.74,-0.5,-0.33,0
35,7.68,-0.53,-0.33,0
35,14.32,-0.75,-0.33,0
35,8.25,-0.8,-0.33,0
35,18.19,-0.57,-0.33,0
35,19.24,0.03,-0.33,0
35,17.63,0.34,-0.33,0
35,4.99,-0.19,-0.33,0
35,8.92,-1.24,-0.33,0
35,10.19,-1.16,-0.33,0
35,9.6,0.11,-0.33,0
35,6.09,-1.5,-0.33,0
35,22.89,-0.86,-0.33,0
35,1.32,-0.44,-0.33,0
35,14.66,-0.66,-0.33,0
35,17.61,-0.13,-0.33,0
35,13.5,-0.08,-0.33,0
35,7.27,0.22,-0.33,0
35,7.95,0.34,-0.33,0
35,14.44,0,-0.33,0
35,10.2,-0.34,-0.33,0
35,9.59,0.3,-0.33,0
35,21.02,-1.1,-0.33,0
35,-0.81,-0.77,-0.33,0
35,8.32,-0.61,-0.33,0
35,20.88,0.31,-0.33,0
35,23.62,0.3,-0.33,0
35,1.96,-0.68,-0.33,0
36,17.43,-0.41,0.12,0
36,21.26,0.57,0.12,0
36,16.66,0.91,0.12,0
36,17.47,0.05,0.12,0
36,14.83,0.38,0.12,0
36,16.25,-0.05,0.12,0
36,10.23,0,0.12,0
36,8.36,-0.85,0.12,0
36,5.83,-0.89,0.12,0
36,21.61,-0.06,0.12,0
36,22.48,-0.24,0.12,0
36,8.13,0.7,0.12,0
36,21.06,0.69,0.12,0
36,5.85,0.21,0.12,0
36,11.56,0.42,0.12,0
36,17.7,1.02,0.12,0
36,13.53,0.71,0.12,0
36,18.5,0.25,0.12,0
36,12.65,-0.43,0.12,0
36,12.47,-0.36,0.12,0
36,8.64,0.84,0.12,0
36,16.93,0.66,0.12,0
36,19.72,-0.74,0.12,0
36,21.74,-0.19,0.12,0
36,11.13,0.06,0.12,0
36,6.52,0.32,0.12,0
36,10.71,-0.63,0.12,0
36,12.56,1.51,0.12,0
36,19.68,0.9,0.12,0
36,16.73,0.89,0.12,0
36,19.72,0.04,0.12,0
36,8.78,0.58,0.12,0
36,21.09,0.94,0.12,0
36,7.58,-0.84,0.12,0
36,14.7,-0.6,0.12,0
36,7.65,-0.24,0.12,0
36,17.88,0.36,0.12,0
36,2.99,-0.55,0.12,0
36,6.46,-0.89,0.12,0
36,5.61,-0.57,0.12,0
36,14.19,0.27,0.12,0
36,17.85,-0.26,0.12,0
37,11.57,-1.87,-0.79,0
37,1.54,0.31,-0.79,0
37,4.93,-0.81,-0.79,0
37,13.57,-0.99,-0.79,0
37,13.6,-0.25,-0.79,0
37,17.63,-0.86,-0.79,0
37,-1.42,0.13,-0.79,0
37,4.06,-0.58,-0.79,0
37,21.5,0.1,-0.79,0
37,4.29,-0.3,-0.79,0
37,5.85,-1.08,-0.79,0
37,4.1,-1.5,-0.79,0
37,1.62,-1.57,-0.79,0
37,3.49,0.98,-0.79,0
37,11.74,0.07,-0.79,0
37,0.61,-0.24,-0.79,0
37,18.14,-1.58,-0.79,0
37,-1.73,-1.93,-0.79,0
37,14.87,0.96,-0.79,0
37,6.26,-0.77,-0.79,0
37,-0.58,-0.84,-0.79,0
37,4.63,-1.61,-0.79,0
37,0.38,-0.62,-0.79,0
37,10.34,0.7,-0.79,0
37,0.24,-0.89,-0.79,0
37,24.25,-0.58,-0.79,0
37,10.43,-1.18,-0.79,0
37,14.2,-0.9,-0.79,0
37,17.7,-0.52,-0.79,0
37,15.03,-0.39,-0.79,0
37,14.45,-1.34,-0.79,0
37,0.58,-2.11,-0.79,0
37,5.16,-1.37,-0.79,0
37,0.43,1.73,-0.79,0
37,13.1,-1.34,-0.79,0
37,18.93,-0.47,-0.79,0
37,16.19,-0.83,-0.79,0
37,6.25,-1.49,-0.79,0
37,5.51,-0.59,-0.79,0
37,0.94,-2.47,-0.79,0
37,5.9,-1.37,-0.79,0
37,2.19,-1.82,-0.79,0
37,0.64,-2.33,-0.79,0
38,21.79,1.22,0.66,1
38,21.14,0.43,0.66,1
38,22.42,1.45,0.66,1
38,20.75,0.12,0.66,1
38,23.03,0.19,0.66,1
38,13.97,-0.46,0.66,1
38,24.99,1.12,0.66,1
38,19.19,-0.18,0.66,1
